  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
          0.0000        687.7277      -5007.6710          0.0000          0.0000
          0.0000          0.0000
             373          0.3730    -217570.5672      11606.3083    -229176.8755
    -240783.1838       4240.5440        958.2527          0.0000          0.0000
          0.0000        686.7604      -5014.3202          0.0000          0.0000
          0.0000          0.0000
             374          0.3740    -217533.2260      11639.8655    -229173.0915
    -240812.9571       4252.7954        963.5931          0.0000          0.0000
          0.0000        686.6404      -5021.3406          0.0000          0.0000
          0.0000          0.0000
             375          0.3750    -217498.8538      11670.4442    -229169.2980
    -240839.7423       4263.9585        964.3227          0.0000          0.0000
          0.0000        687.0743      -5024.1807          0.0000          0.0000
          0.0000          0.0000
             376          0.3760    -217465.9519      11699.6051    -229165.5570
    -240865.1621       4274.6465        960.4869          0.0000          0.0000
          0.0000        687.9954      -5022.9037          0.0000          0.0000
          0.0000          0.0000
             377          0.3770    -217407.0389      11754.7290    -229161.7679
    -240916.4969       4294.7539        955.4207          0.0000          0.0000
          0.0000        689.4547      -5020.5244          0.0000          0.0000
          0.0000          0.0000
             378          0.3780    -217343.8218      11813.0724    -229156.8942
    -240969.9666       4316.0946        953.5944          0.0000          0.0000
          0.0000        691.9644      -5021.1930          0.0000          0.0000
          0.0000          0.0000
             379          0.3790    -217305.0384      11846.3458    -229151.3842
    -240997.7299       4328.2544        955.6431          0.0000          0.0000
          0.0000        695.1520      -5025.7319          0.0000          0.0000
          0.0000          0.0000
             380          0.3800    -217268.8724      11876.9361    -229145.8085
    -241022.7447       4339.3929        959.7955          0.0000          0.0000
          0.0000        698.8182      -5032.5207          0.0000          0.0000
          0.0000          0.0000
             381          0.3810    -217229.6740      11909.1340    -229138.8081
    -241047.9421       4351.2112        962.5092          0.0000          0.0000
          0.0000        703.1891      -5037.0189          0.0000          0.0000
          0.0000          0.0000
             382          0.3820    -217188.1797      11943.1401    -229131.3198
    -241074.4599       4363.6138        960.6817          0.0000          0.0000
          0.0000        707.9898      -5036.9177          0.0000          0.0000
          0.0000          0.0000
             383          0.3830    -217140.2434      11982.4792    -229122.7226
    -241105.2019       4377.9971        955.8871          0.0000          0.0000
          0.0000        713.8874      -5033.7762          0.0000          0.0000
          0.0000          0.0000
             384          0.3840    -217090.2913      12023.3325    -229113.6237
    -241136.9562       4392.9558        952.7061          0.0000          0.0000
          0.0000        720.6431      -5032.5680          0.0000          0.0000
          0.0000          0.0000
             385          0.3850    -217054.8388      12049.8758    -229104.7146
    -241154.5904       4402.6194        953.0066          0.0000          0.0000
          0.0000        726.9202      -5034.7716          0.0000          0.0000
          0.0000          0.0000
             386          0.3860    -217026.6730      12071.1935    -229097.8665
    -241169.0600       4410.4311        956.8168          0.0000          0.0000
          0.0000        730.1955      -5039.6726          0.0000          0.0000
          0.0000          0.0000
             387          0.3870    -216974.1552      12123.8932    -229098.0484
    -241221.9416       4429.6672        960.9272          0.0000          0.0000
          0.0000        726.0413      -5044.7718          0.0000          0.0000
          0.0000          0.0000
             388          0.3880    -216915.6759      12187.4562    -229103.1321
    -241290.5883       4452.8926        961.9387          0.0000          0.0000
          0.0000        715.8675      -5045.7834          0.0000          0.0000
          0.0000          0.0000
             389          0.3890    -216877.5371      12229.8230    -229107.3601
    -241337.1830       4468.4165        958.4556          0.0000          0.0000
          0.0000        705.5621      -5041.4109          0.0000          0.0000
          0.0000          0.0000
             390          0.3900    -216853.0441      12256.9668    -229110.0109
    -241366.9777       4478.3113        953.5057          0.0000          0.0000
          0.0000        696.9179      -5035.4652          0.0000          0.0000
          0.0000          0.0000
             391          0.3910    -216820.2291      12290.3164    -229110.5455
    -241400.8620       4490.5292        950.8801          0.0000          0.0000
          0.0000        689.7198      -5031.0446          0.0000          0.0000
          0.0000          0.0000
             392          0.3920    -216781.3898      12328.1810    -229109.5709
    -241437.7519       4504.3525        951.7027          0.0000          0.0000
          0.0000        683.8841      -5029.8404          0.0000          0.0000
          0.0000          0.0000
             393          0.3930    -216743.0618      12364.0209    -229107.0828
    -241471.1037       4517.4198        954.4820          0.0000          0.0000
          0.0000        679.5308      -5030.4213          0.0000          0.0000
          0.0000          0.0000
             394          0.3940    -216699.8734      12403.2130    -229103.0864
    -241506.2994       4531.7754        956.6536          0.0000          0.0000
          0.0000        677.1819      -5030.8189          0.0000          0.0000
          0.0000          0.0000
             395          0.3950    -216656.6950      12441.1475    -229097.8425
    -241538.9901       4545.6415        954.9305          0.0000          0.0000
          0.0000        676.7500      -5027.8340          0.0000          0.0000
          0.0000          0.0000
             396          0.3960    -216618.5616      12472.5540    -229091.1156
    -241563.6696       4557.1419        951.0688          0.0000          0.0000
          0.0000        677.6866      -5022.3298          0.0000          0.0000
          0.0000          0.0000
             397          0.3970    -216590.3200      12495.4006    -229085.7206
    -241581.1212       4565.4501        946.4396          0.0000          0.0000
          0.0000        677.9527      -5016.4794          0.0000          0.0000
          0.0000          0.0000
             398          0.3980    -216573.3109      12509.1964    -229082.5073
    -241591.7036       4570.4830        943.7137          0.0000          0.0000
          0.0000        676.2034      -5012.4724          0.0000          0.0000
          0.0000          0.0000
             399          0.3990    -216561.7050      12518.9923    -229080.6972
    -241599.6895       4574.1053        944.7174          0.0000          0.0000
          0.0000        673.0637      -5011.8411          0.0000          0.0000
          0.0000          0.0000
             400          0.4000    -216552.7382      12526.0744    -229078.8126
    -241604.8870       4576.6151        946.2691          0.0000          0.0000
          0.0000        670.2794      -5011.8609          0.0000          0.0000
          0.0000          0.0000
             401          0.4010    -216532.8584      12543.0495    -229075.9079
    -241618.9574       4582.8693        946.6483          0.0000          0.0000
          0.0000        668.5646      -5010.5780          0.0000          0.0000
          0.0000          0.0000
             402          0.4020    -216504.4174      12568.8197    -229073.2371
    -241642.0568       4592.3429        943.3903          0.0000          0.0000
          0.0000        667.6647      -5006.5299          0.0000          0.0000
          0.0000          0.0000
             403          0.4030    -216474.1676      12596.7590    -229070.9266
    -241667.6855       4602.4799        938.3527          0.0000          0.0000
          0.0000        667.5996      -5001.7661          0.0000          0.0000
          0.0000          0.0000
             404          0.4040    -216449.4966      12619.1455    -229068.6421
    -241687.7876       4610.7186        934.8149          0.0000          0.0000
          0.0000        667.7838      -4998.7345          0.0000          0.0000
          0.0000          0.0000
             405          0.4050    -216419.5489      12647.9660    -229067.5149
    -241715.4809       4621.2185        935.6589          0.0000          0.0000
          0.0000        667.8387      -5001.1561          0.0000          0.0000
          0.0000          0.0000
             406          0.4060    -216383.7070      12683.2838    -229066.9908
    -241750.2745       4634.0683        939.2706          0.0000          0.0000
          0.0000        667.6100      -5006.6004          0.0000          0.0000
          0.0000          0.0000
             407          0.4070    -216351.0863      12715.6080    -229066.6943
    -241782.3024       4645.9355        943.1099          0.0000          0.0000
          0.0000        667.0370      -5011.9855          0.0000          0.0000
          0.0000          0.0000
             408          0.4080    -216323.9112      12742.2093    -229066.1205
    -241808.3298       4655.6417        942.4193          0.0000          0.0000
          0.0000        666.7442      -5012.7849          0.0000          0.0000
          0.0000          0.0000
             409          0.4090    -216308.3243      12757.0384    -229065.3626
    -241822.4010       4661.0843        938.6165          0.0000          0.0000
          0.0000        666.5263      -5010.1575          0.0000          0.0000
          0.0000          0.0000
             410          0.4100    -216300.1909      12764.5706    -229064.7614
    -241829.3320       4663.8134        934.7210          0.0000          0.0000
          0.0000        666.7293      -5007.8298          0.0000          0.0000
          0.0000          0.0000
             411          0.4110    -216296.1931      12768.1055    -229064.2985
    -241832.4040       4665.0782        933.5967          0.0000          0.0000
          0.0000        666.9382      -5008.1036          0.0000          0.0000
          0.0000          0.0000
             412          0.4120    -216279.6241      12783.1690    -229062.7932
    -241845.9622       4670.6236        937.1288          0.0000          0.0000
          0.0000        667.3401      -5012.1569          0.0000          0.0000
          0.0000          0.0000
             413          0.4130    -216245.0805      12816.2225    -229061.3030
    -241877.5255       4682.6807        942.5237          0.0000          0.0000
          0.0000        667.5211      -5017.6973          0.0000          0.0000
          0.0000          0.0000
             414          0.4140    -216212.0734      12846.5288    -229058.6021
    -241905.1309       4693.7951        944.7862          0.0000          0.0000
          0.0000        667.8454      -5018.9069          0.0000          0.0000
          0.0000          0.0000
             415          0.4150    -216194.1174      12860.6587    -229054.7762
    -241915.4349       4698.9576        941.5657          0.0000          0.0000
          0.0000        669.0313      -5014.1850          0.0000          0.0000
          0.0000          0.0000
             416          0.4160    -216186.5816      12863.3050    -229049.8866
    -241913.1916       4699.8588        934.9857          0.0000          0.0000
          0.0000        671.5075      -5006.0778          0.0000          0.0000
          0.0000          0.0000
             417          0.4170    -216168.2339      12874.0145    -229042.2484
    -241916.2629       4703.8327        930.8635          0.0000          0.0000
          0.0000        676.1710      -4999.7442          0.0000          0.0000
          0.0000          0.0000
             418          0.4180    -216147.2073      12884.8303    -229032.0376
    -241916.8679       4707.8004        931.6845          0.0000          0.0000
          0.0000        683.9421      -4998.8871          0.0000          0.0000
          0.0000          0.0000
             419          0.4190    -216119.6220      12901.6361    -229021.2581
    -241922.8941       4713.9044        936.9607          0.0000          0.0000
          0.0000        692.0972      -5002.3359          0.0000          0.0000
          0.0000          0.0000
             420          0.4200    -216082.5883      12934.1212    -229016.7095
    -241950.8306       4725.7775        941.3431          0.0000          0.0000
          0.0000        693.7927      -5004.8101          0.0000          0.0000
          0.0000          0.0000
             421          0.4210    -216052.6096      12965.9209    -229018.5305
    -241984.4514       4737.4234        940.5232          0.0000          0.0000
          0.0000        689.7600      -5002.7757          0.0000          0.0000
          0.0000          0.0000
             422          0.4220    -216017.7274      13003.7117    -229021.4391
    -242025.1509       4751.1982        934.6676          0.0000          0.0000
          0.0000        685.1696      -4996.2622          0.0000          0.0000
          0.0000          0.0000
             423          0.4230    -215981.6099      13041.6598    -229023.2698
    -242064.9296       4765.0418        928.3383          0.0000          0.0000
          0.0000        682.4553      -4990.0481          0.0000          0.0000
          0.0000          0.0000
             424          0.4240    -215960.3019      13063.8948    -229024.1967
    -242088.0915       4773.2548        927.3108          0.0000          0.0000
          0.0000        681.2157      -4989.6881          0.0000          0.0000
          0.0000          0.0000
             425          0.4250    -215937.3224      13088.1802    -229025.5026
    -242113.6828       4782.0932        931.1160          0.0000          0.0000
          0.0000        680.3065      -4994.7985          0.0000          0.0000
          0.0000          0.0000
             426          0.4260    -215904.7817      13122.6783    -229027.4600
    -242150.1383       4794.6354        936.6367          0.0000          0.0000
          0.0000        679.3460      -5001.9759          0.0000          0.0000
          0.0000          0.0000
             427          0.4270    -215871.8479      13157.9589    -229029.8067
    -242187.7656       4807.6319        939.8348          0.0000          0.0000
          0.0000        678.3743      -5007.0840          0.0000          0.0000
          0.0000          0.0000
             428          0.4280    -215847.7581      13185.2427    -229033.0008
    -242218.2435       4817.5206        937.3836          0.0000          0.0000
          0.0000        677.5298      -5007.2169          0.0000          0.0000
          0.0000          0.0000
             429          0.4290    -215827.5047      13208.9226    -229036.4274
    -242245.3500       4826.1195        933.3625          0.0000          0.0000
          0.0000        676.3272      -5005.4797          0.0000          0.0000
          0.0000          0.0000
             430          0.4300    -215782.0948      13256.4625    -229038.5573
    -242295.0199       4843.6204        932.0496          0.0000          0.0000
          0.0000        675.4871      -5005.3680          0.0000          0.0000
          0.0000          0.0000
             431          0.4310    -215730.2255      13310.8983    -229041.1238
    -242352.0221       4863.4795        934.6740          0.0000          0.0000
          0.0000        674.9298      -5009.7994          0.0000          0.0000
          0.0000          0.0000
             432          0.4320    -215696.9442      13346.1903    -229043.1345
    -242389.3249       4876.3168        938.7892          0.0000          0.0000
          0.0000        674.6030      -5015.2627          0.0000          0.0000
          0.0000          0.0000
             433          0.4330    -215656.5043      13388.0747    -229044.5791
    -242432.6538       4891.6923        943.2045          0.0000          0.0000
          0.0000        674.5941      -5020.6753          0.0000          0.0000
          0.0000          0.0000
             434          0.4340    -215625.5066      13420.9098    -229046.4164
    -242467.3262       4903.6422        944.4864          0.0000          0.0000
          0.0000        674.8823      -5023.3812          0.0000          0.0000
          0.0000          0.0000
             435          0.4350    -215602.8966      13444.9811    -229047.8777
    -242492.8587       4912.4363        943.9564          0.0000          0.0000
          0.0000        675.6920      -5024.2751          0.0000          0.0000
          0.0000          0.0000
             436          0.4360    -215586.8397      13462.1669    -229049.0066
    -242511.1735       4918.7591        942.9590          0.0000          0.0000
          0.0000        676.9146      -5024.7145          0.0000          0.0000
          0.0000          0.0000
             437          0.4370    -215582.7977      13467.9147    -229050.7123
    -242518.6270       4920.8470        943.6142          0.0000          0.0000
          0.0000        678.5151      -5027.6452          0.0000          0.0000
          0.0000          0.0000
             438          0.4380    -215563.0900      13489.5235    -229052.6136
    -242542.1371       4928.7267        947.4587          0.0000          0.0000
          0.0000        680.8384      -5034.4187          0.0000          0.0000
          0.0000          0.0000
             439          0.4390    -215550.4703      13504.3157    -229054.7860
    -242559.1018       4934.0831        952.6529          0.0000          0.0000
          0.0000        683.0967      -5042.5747          0.0000          0.0000
          0.0000          0.0000
             440          0.4400    -215533.2662      13524.5971    -229057.8633
    -242582.4603       4941.5397        957.1755          0.0000          0.0000
          0.0000        684.3735      -5049.6854          0.0000          0.0000
          0.0000          0.0000
             441          0.4410    -215492.2344      13571.5199    -229063.7543
    -242635.2742       4958.6931        957.9515          0.0000          0.0000
          0.0000        683.6147      -5053.4394          0.0000          0.0000
          0.0000          0.0000
             442          0.4420    -215465.3138      13605.2611    -229070.5749
    -242675.8360       4970.9991        957.3621          0.0000          0.0000
          0.0000        681.4150      -5055.0121          0.0000          0.0000
          0.0000          0.0000
             443          0.4430    -215457.2491      13619.3263    -229076.5754
    -242695.9018       4976.2132        957.1059          0.0000          0.0000
          0.0000        679.1733      -5055.9076          0.0000          0.0000
          0.0000          0.0000
             444          0.4440    -215438.4438      13643.4664    -229081.9101
    -242725.3765       4984.9755        957.8707          0.0000          0.0000
          0.0000        677.6095      -5057.6428          0.0000          0.0000
          0.0000          0.0000
             445          0.4450    -215414.0856      13672.8150    -229086.9006
    -242759.7157       4995.6619        959.9647          0.0000          0.0000
          0.0000        676.7955      -5060.8551          0.0000          0.0000
          0.0000          0.0000
             446          0.4460    -215396.9397      13694.1385    -229091.0782
    -242785.2168       5003.5176        962.6009          0.0000          0.0000
          0.0000        676.5880      -5064.2835          0.0000          0.0000
          0.0000          0.0000
             447          0.4470    -215377.5861      13717.0121    -229094.5982
    -242811.6103       5011.8364        963.7740          0.0000          0.0000
          0.0000        676.9611      -5066.1231          0.0000          0.0000
          0.0000          0.0000
             448          0.4480    -215364.0967      13733.3932    -229097.4899
    -242830.8831       5017.8062        963.8009          0.0000          0.0000
          0.0000        677.8658      -5066.6720          0.0000          0.0000
          0.0000          0.0000
             449          0.4490    -215354.9154      13745.1269    -229100.0423
    -242845.1692       5022.1611        962.7299          0.0000          0.0000
          0.0000        678.6798      -5065.5529          0.0000          0.0000
          0.0000          0.0000
             450          0.4500    -215331.4394      13772.1173    -229103.5567
    -242875.6740       5031.9966        960.6391          0.0000          0.0000
          0.0000        678.6932      -5063.4194          0.0000          0.0000
          0.0000          0.0000
             451          0.4510    -215304.5068      13803.8743    -229108.3811
    -242912.2554       5043.5883        959.1266          0.0000          0.0000
          0.0000        677.6925      -5061.9645          0.0000          0.0000
          0.0000          0.0000
             452          0.4520    -215288.4510      13825.2961    -229113.7471
    -242939.0433       5051.4522        956.7227          0.0000          0.0000
          0.0000        676.7296      -5060.0395          0.0000          0.0000
          0.0000          0.0000
             453          0.4530    -215253.9017      13865.4157    -229119.3173
    -242984.7330       5066.0829        954.2770          0.0000          0.0000
          0.0000        676.0493      -5058.4271          0.0000          0.0000
          0.0000          0.0000
             454          0.4540    -215202.8136      13921.4615    -229124.2751
    -243045.7367       5086.5900        954.1024          0.0000          0.0000
          0.0000        676.5011      -5059.4431          0.0000          0.0000
          0.0000          0.0000
             455          0.4550    -215175.1857      13953.6752    -229128.8609
    -243082.5361       5098.3666        955.8483          0.0000          0.0000
          0.0000        677.7265      -5062.6600          0.0000          0.0000
          0.0000          0.0000
             456          0.4560    -215161.1549      13972.2435    -229133.3983
    -243105.6418       5105.0942        956.2416          0.0000          0.0000
          0.0000        679.4861      -5064.9275          0.0000          0.0000
          0.0000          0.0000
             457          0.4570    -215146.5086      13990.7905    -229137.2991
    -243128.0897       5111.8991        954.6424          0.0000          0.0000
          0.0000        681.4015      -5064.8063          0.0000          0.0000
          0.0000          0.0000
             458          0.4580    -215136.1227      14005.5462    -229141.6690
    -243147.2152       5117.2958        952.1197          0.0000          0.0000
          0.0000        683.6601      -5064.6223          0.0000          0.0000
          0.0000          0.0000
             459          0.4590    -215134.0754      14012.1017    -229146.1771
    -243158.2789       5119.7108        951.5099          0.0000          0.0000
          0.0000        686.2675      -5066.7143          0.0000          0.0000
          0.0000          0.0000
             460          0.4600    -215123.7870      14026.8841    -229150.6711
    -243177.5553       5125.1843        954.0403          0.0000          0.0000
          0.0000        688.9561      -5071.9444          0.0000          0.0000
          0.0000          0.0000
             461          0.4610    -215117.3239      14038.7431    -229156.0670
    -243194.8101       5129.4697        957.6558          0.0000          0.0000
          0.0000        691.4421      -5078.8652          0.0000          0.0000
          0.0000          0.0000
             462          0.4620    -215122.2144      14039.7142    -229161.9286
    -243201.6428       5129.7737        960.8972          0.0000          0.0000
          0.0000        693.7531      -5085.5309          0.0000          0.0000
          0.0000          0.0000
             463          0.4630    -215114.1569      14052.6065    -229166.7634
    -243219.3699       5134.5144        962.4037          0.0000          0.0000
          0.0000        695.9450      -5089.2986          0.0000          0.0000
          0.0000          0.0000
             464          0.4640    -215109.8297      14062.3984    -229172.2281
    -243234.6265       5138.0794        962.0100          0.0000          0.0000
          0.0000        697.7015      -5091.2214          0.0000          0.0000
          0.0000          0.0000
             465          0.4650    -215102.3890      14075.4123    -229177.8014
    -243253.2137       5142.8584        962.3068          0.0000          0.0000
          0.0000        699.1441      -5093.4857          0.0000          0.0000
          0.0000          0.0000
             466          0.4660    -215092.7206      14090.3764    -229183.0970
    -243273.4735       5148.3598        964.0242          0.0000          0.0000
          0.0000        700.5201      -5096.8578          0.0000          0.0000
          0.0000          0.0000
             467          0.4670    -215083.2729      14105.3068    -229188.5797
    -243293.8866       5153.7984        967.1938          0.0000          0.0000
          0.0000        702.1165      -5102.0774          0.0000          0.0000
          0.0000          0.0000
             468          0.4680    -215052.2509      14142.5393    -229194.7902
    -243337.3295       5167.3905        970.7062          0.0000          0.0000
          0.0000        703.4905      -5108.0292          0.0000          0.0000
          0.0000          0.0000
             469          0.4690    -215035.6844      14166.8661    -229202.5505
    -243369.4165       5176.2879        972.4993          0.0000          0.0000
          0.0000        704.8060      -5113.7381          0.0000          0.0000
          0.0000          0.0000
             470          0.4700    -215029.7982      14181.9319    -229211.7302
    -243393.6621       5181.7780        972.6422          0.0000          0.0000
          0.0000        705.7375      -5118.7263          0.0000          0.0000
          0.0000          0.0000
             471          0.4710    -215019.2530      14202.1775    -229221.4305
    -243423.6080       5189.1929        973.3896          0.0000          0.0000
          0.0000        706.2322      -5124.3668          0.0000          0.0000
          0.0000          0.0000
             472          0.4720    -215011.6296      14220.1592    -229231.7888
    -243451.9481       5195.7779        975.6987          0.0000          0.0000
          0.0000        706.6948      -5132.0134          0.0000          0.0000
          0.0000          0.0000
             473          0.4730    -215014.2500      14228.4868    -229242.7368
    -243471.2236       5198.8325        979.1316          0.0000          0.0000
          0.0000        707.5765      -5141.7554          0.0000          0.0000
          0.0000          0.0000
             474          0.4740    -215023.6778      14230.2448    -229253.9225
    -243484.1673       5199.4320        982.1162          0.0000          0.0000
          0.0000        708.0761      -5150.8245          0.0000          0.0000
          0.0000          0.0000
             475          0.4750    -215020.6488      14244.3354    -229264.9842
    -243509.3196       5204.5386        984.0990          0.0000          0.0000
          0.0000        708.6378      -5158.7615          0.0000          0.0000
          0.0000          0.0000
             476          0.4760    -215016.1854      14258.8810    -229275.0663
    -243533.9473       5209.9248        985.9397          0.0000          0.0000
          0.0000        709.4201      -5165.6860          0.0000          0.0000
          0.0000          0.0000
             477          0.4770    -215006.2213      14278.2298    -229284.4510
    -243562.6808       5216.9880        988.8790          0.0000          0.0000
          0.0000        709.9842      -5172.7984          0.0000          0.0000
          0.0000          0.0000
             478          0.4780    -215000.0790      14293.2562    -229293.3352
    -243586.5914       5222.4731        991.3672          0.0000          0.0000
          0.0000        710.3307      -5178.6809          0.0000          0.0000
          0.0000          0.0000
             479          0.4790    -214991.3075      14309.3695    -229300.6769
    -243610.0464       5228.4028        993.6552          0.0000          0.0000
          0.0000        710.8965      -5182.9486          0.0000          0.0000
          0.0000          0.0000
             480          0.4800    -214973.8063      14333.7538    -229307.5601
    -243641.3140       5237.2236        995.2760          0.0000          0.0000
          0.0000        711.6310      -5186.2329          0.0000          0.0000
          0.0000          0.0000
             481          0.4810    -214963.2354      14349.4826    -229312.7180
    -243662.2005       5242.9877        996.0048          0.0000          0.0000
          0.0000        712.2528      -5186.7238          0.0000          0.0000
          0.0000          0.0000
             482          0.4820    -214944.0717      14372.6694    -229316.7411
    -243689.4106       5251.5200        996.6617          0.0000          0.0000
          0.0000        712.7033      -5185.7836          0.0000          0.0000
          0.0000          0.0000
             483          0.4830    -214919.4568      14400.7736    -229320.2304
    -243721.0040       5261.7576        996.4616          0.0000          0.0000
          0.0000        713.2139      -5183.5725          0.0000          0.0000
          0.0000          0.0000
             484          0.4840    -214912.8371      14410.2064    -229323.0435
    -243733.2499       5265.2412        996.4470          0.0000          0.0000
          0.0000        713.5720      -5180.7768          0.0000          0.0000
          0.0000          0.0000
             485          0.4850    -214914.1859      14411.3477    -229325.5336
    -243736.8813       5265.6513        995.3986          0.0000          0.0000
          0.0000        713.6015      -5176.1950          0.0000          0.0000
          0.0000          0.0000
             486          0.4860    -214906.6330      14422.2908    -229328.9238
    -243751.2146       5269.6098        993.4807          0.0000          0.0000
          0.0000        713.4956      -5171.4027          0.0000          0.0000
          0.0000          0.0000
             487          0.4870    -214883.0434      14450.1340    -229333.1774
    -243783.3114       5279.8136        993.0592          0.0000          0.0000
          0.0000        713.6052      -5169.1870          0.0000          0.0000
          0.0000          0.0000
             488          0.4880    -214869.0820      14469.1686    -229338.2505
    -243807.4191       5286.7684        994.1552          0.0000          0.0000
          0.0000        713.8617      -5169.4213          0.0000          0.0000
          0.0000          0.0000
             489          0.4890    -214856.5717      14487.7486    -229344.3203
    -243832.0689       5293.5359        995.3771          0.0000          0.0000
          0.0000        714.3289      -5171.0342          0.0000          0.0000
          0.0000          0.0000
             490          0.4900    -214821.3508      14529.2910    -229350.6419
    -243879.9329       5308.7401        996.5876          0.0000          0.0000
          0.0000        715.2700      -5173.4245          0.0000          0.0000
          0.0000          0.0000
             491          0.4910    -214804.2238      14553.6829    -229357.9068
    -243911.5897       5317.6531        996.4019          0.0000          0.0000
          0.0000        716.2053      -5175.2658          0.0000          0.0000
          0.0000          0.0000
             492          0.4920    -214798.9061      14566.2308    -229365.1368
    -243931.3676       5322.2468        995.6677          0.0000          0.0000
          0.0000        717.0589      -5176.5247          0.0000          0.0000
          0.0000          0.0000
             493          0.4930    -214791.0270      14581.8794    -229372.9064
    -243954.7858       5327.9714        995.9453          0.0000          0.0000
          0.0000        718.0512      -5179.3968          0.0000          0.0000
          0.0000          0.0000
             494          0.4940    -214784.6164      14596.7690    -229381.3854
    -243978.1544       5333.3797        998.3571          0.0000          0.0000
          0.0000        719.0958      -5185.1804          0.0000          0.0000
          0.0000          0.0000
             495          0.4950    -214786.8086      14603.1430    -229389.9517
    -243993.0947       5335.7141       1001.4364          0.0000          0.0000
          0.0000        719.8361      -5191.3314          0.0000          0.0000
          0.0000          0.0000
             496          0.4960    -214783.1026      14615.2830    -229398.3856
    -244013.6685       5340.1432       1004.1218          0.0000          0.0000
          0.0000        720.5943      -5197.0418          0.0000          0.0000
          0.0000          0.0000
             497          0.4970    -214767.2586      14639.3459    -229406.6045
    -244045.9503       5348.9141       1005.0993          0.0000          0.0000
          0.0000        721.1719      -5200.6744          0.0000          0.0000
          0.0000          0.0000
             498          0.4980    -214773.8329      14639.9349    -229413.7678
    -244053.7027       5349.2049       1003.8443          0.0000          0.0000
          0.0000        721.4203      -5200.7254          0.0000          0.0000
          0.0000          0.0000
             499          0.4990    -214779.6894      14640.9475    -229420.6370
    -244061.5845       5349.5382       1002.2390          0.0000          0.0000
          0.0000        721.4530      -5199.9452          0.0000          0.0000
          0.0000          0.0000
             500          0.5000    -214777.2572      14649.5312    -229426.7884
    -244076.3196       5352.6250       1001.3291          0.0000          0.0000
          0.0000        721.6485      -5199.1696          0.0000          0.0000
          0.0000          0.0000
             501          0.5010    -214789.9074      14642.0709    -229431.9782
    -244074.0491       5349.9757       1002.8473          0.0000          0.0000
          0.0000        721.6689      -5199.7107          0.0000          0.0000
          0.0000          0.0000
             502          0.5020    -214797.9159      14639.5043    -229437.4202
    -244076.9245       5349.0202       1004.9426          0.0000          0.0000
          0.0000        721.4126      -5200.7449          0.0000          0.0000
          0.0000          0.0000
             503          0.5030    -214792.2790      14650.5164    -229442.7954
    -244093.3118       5353.0097       1005.6302          0.0000          0.0000
          0.0000        721.2651      -5200.4139          0.0000          0.0000
          0.0000          0.0000
             504          0.5040    -214776.2044      14671.9937    -229448.1981
    -244120.1918       5360.8801       1003.2526          0.0000          0.0000
          0.0000        721.2260      -5197.2289          0.0000          0.0000
          0.0000          0.0000
             505          0.5050    -214754.6218      14699.9977    -229454.6195
    -244154.6173       5371.0954       1000.3827          0.0000          0.0000
          0.0000        721.2861      -5194.5664          0.0000          0.0000
          0.0000          0.0000
             506          0.5060    -214739.1457      14722.9704    -229462.1161
    -244185.0865       5379.4944       1000.4384          0.0000          0.0000
          0.0000        721.5578      -5196.0178          0.0000          0.0000
          0.0000          0.0000
             507          0.5070    -214719.6949      14751.1625    -229470.8574
    -244222.0200       5389.8582       1002.6452          0.0000          0.0000
          0.0000        722.1529      -5201.1844          0.0000          0.0000
          0.0000          0.0000
             508          0.5080    -214696.6367      14783.1822    -229479.8189
    -244263.0012       5401.5651       1006.8243          0.0000          0.0000
          0.0000        722.5188      -5208.3883          0.0000          0.0000
          0.0000          0.0000
             509          0.5090    -214677.1842      14812.0568    -229489.2410
    -244301.2978       5412.0561       1011.3295          0.0000          0.0000
          0.0000        723.1267      -5216.6384          0.0000          0.0000
          0.0000          0.0000
             510          0.5100    -214666.2461      14832.3258    -229498.5718
    -244330.8976       5419.4454       1014.0507          0.0000          0.0000
          0.0000        723.5633      -5222.8135          0.0000          0.0000
          0.0000          0.0000
             511          0.5110    -214660.8563      14847.1530    -229508.0093
    -244355.1623       5424.9272       1013.4719          0.0000          0.0000
          0.0000        723.9476      -5225.7958          0.0000          0.0000
          0.0000          0.0000
             512          0.5120    -214660.2038      14857.8808    -229518.0846
    -244375.9654       5428.8182       1012.0114          0.0000          0.0000
          0.0000        724.2332      -5228.3481          0.0000          0.0000
          0.0000          0.0000
             513          0.5130    -214652.3812      14875.0051    -229527.3864
    -244402.3915       5435.0595       1011.7181          0.0000          0.0000
          0.0000        724.7912      -5231.5824          0.0000          0.0000
          0.0000          0.0000
             514          0.5140    -214648.8835      14886.9385    -229535.8220
    -244422.7605       5439.4498       1013.2086          0.0000          0.0000
          0.0000        725.2935      -5235.6746          0.0000          0.0000
          0.0000          0.0000
             515          0.5150    -214646.0508      14897.5143    -229543.5652
    -244441.0795       5443.2832       1016.8510          0.0000          0.0000
          0.0000        725.4579      -5240.7269          0.0000          0.0000
          0.0000          0.0000
             516          0.5160    -214638.1305      14912.2131    -229550.3436
    -244462.5566       5448.6638       1018.9211          0.0000          0.0000
          0.0000        725.4064      -5243.1219          0.0000          0.0000
          0.0000          0.0000
             517          0.5170    -214626.4578      14929.4873    -229555.9452
