  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
          0.0000          0.0000
             170          0.1700    -227847.2690       3243.6794    -231090.9484
    -234334.6278       1183.8084       1245.1302          0.0000          0.0000
          0.0000       1406.9616      -6008.1914          0.0000          0.0000
          0.0000          0.0000
             171          0.1710    -227815.4084       3244.1251    -231059.5336
    -234303.6587       1183.9754       1247.8917          0.0000          0.0000
          0.0000       1426.6728      -6001.7166          0.0000          0.0000
          0.0000          0.0000
             172          0.1720    -227795.2830       3248.8256    -231044.1086
    -234292.9341       1185.8395       1253.1846          0.0000          0.0000
          0.0000       1429.9089      -5997.3397          0.0000          0.0000
          0.0000          0.0000
             173          0.1730    -227785.2811       3265.1642    -231050.4453
    -234315.6094       1191.6847       1250.1402          0.0000          0.0000
          0.0000       1413.0203      -5986.2766          0.0000          0.0000
          0.0000          0.0000
             174          0.1740    -227777.4149       3279.2138    -231056.6287
    -234335.8425       1196.8506       1239.9496          0.0000          0.0000
          0.0000       1395.8739      -5967.6449          0.0000          0.0000
          0.0000          0.0000
             175          0.1750    -227767.6205       3293.6110    -231061.2315
    -234354.8425       1202.1981       1228.1013          0.0000          0.0000
          0.0000       1379.6809      -5946.7255          0.0000          0.0000
          0.0000          0.0000
             176          0.1760    -227748.5527       3318.0074    -231066.5600
    -234384.5674       1210.9919       1218.9806          0.0000          0.0000
          0.0000       1363.5882      -5929.3791          0.0000          0.0000
          0.0000          0.0000
             177          0.1770    -227726.8743       3341.7449    -231068.6192
    -234410.3641       1219.7700       1218.4809          0.0000          0.0000
          0.0000       1349.9498      -5919.9131          0.0000          0.0000
          0.0000          0.0000
             178          0.1780    -227708.0370       3361.5040    -231069.5411
    -234431.0451       1227.0129       1222.3396          0.0000          0.0000
          0.0000       1337.6673      -5915.1077          0.0000          0.0000
          0.0000          0.0000
             179          0.1790    -227682.4015       3391.6461    -231074.0476
    -234465.6937       1237.9595       1223.6296          0.0000          0.0000
          0.0000       1321.8378      -5907.8646          0.0000          0.0000
          0.0000          0.0000
             180          0.1800    -227654.6154       3428.2167    -231082.8322
    -234511.0489       1251.4473       1219.2392          0.0000          0.0000
          0.0000       1300.8728      -5894.1714          0.0000          0.0000
          0.0000          0.0000
             181          0.1810    -227627.6251       3463.7603    -231091.3854
    -234555.1457       1264.4115       1210.1220          0.0000          0.0000
          0.0000       1280.1890      -5875.8527          0.0000          0.0000
          0.0000          0.0000
             182          0.1820    -227598.9193       3496.9277    -231095.8469
    -234592.7746       1276.4647       1200.5397          0.0000          0.0000
          0.0000       1263.5713      -5857.1195          0.0000          0.0000
          0.0000          0.0000
             183          0.1830    -227577.5343       3518.4930    -231096.0273
    -234614.5203       1284.3944       1197.0485          0.0000          0.0000
          0.0000       1251.1643      -5844.4791          0.0000          0.0000
          0.0000          0.0000
             184          0.1840    -227553.5120       3539.9504    -231093.4624
    -234633.4128       1292.2428       1199.8939          0.0000          0.0000
          0.0000       1242.5724      -5839.3112          0.0000          0.0000
          0.0000          0.0000
             185          0.1850    -227511.6040       3574.9275    -231086.5315
    -234661.4589       1305.0491       1204.4183          0.0000          0.0000
          0.0000       1238.2146      -5835.7491          0.0000          0.0000
          0.0000          0.0000
             186          0.1860    -227475.6825       3598.1481    -231073.8306
    -234671.9787       1313.5296       1204.8819          0.0000          0.0000
          0.0000       1240.0845      -5828.6895          0.0000          0.0000
          0.0000          0.0000
             187          0.1870    -227443.3171       3611.9861    -231055.3032
    -234667.2893       1318.5546       1198.7547          0.0000          0.0000
          0.0000       1248.5318      -5815.9580          0.0000          0.0000
          0.0000          0.0000
             188          0.1880    -227407.9343       3636.1813    -231044.1156
    -234680.2969       1327.4231       1190.7966          0.0000          0.0000
          0.0000       1249.3209      -5801.3032          0.0000          0.0000
          0.0000          0.0000
             189          0.1890    -227367.7265       3677.3685    -231045.0949
    -234722.4634       1342.4738       1184.2266          0.0000          0.0000
          0.0000       1238.2443      -5788.6480          0.0000          0.0000
          0.0000          0.0000
             190          0.1900    -227320.8661       3721.5829    -231042.4489
    -234764.0318       1358.6546       1180.9387          0.0000          0.0000
          0.0000       1231.4487      -5780.1148          0.0000          0.0000
          0.0000          0.0000
             191          0.1910    -227278.7140       3763.2549    -231041.9689
    -234805.2238       1373.8855       1182.3074          0.0000          0.0000
          0.0000       1223.1098      -5776.9568          0.0000          0.0000
          0.0000          0.0000
             192          0.1920    -227254.2516       3789.6661    -231043.9177
    -234833.5838       1383.5076       1185.1896          0.0000          0.0000
          0.0000       1213.4234      -5776.4677          0.0000          0.0000
          0.0000          0.0000
             193          0.1930    -227230.5635       3813.1667    -231043.7302
    -234856.8970       1392.0804       1186.1535          0.0000          0.0000
          0.0000       1206.5761      -5774.8313          0.0000          0.0000
          0.0000          0.0000
             194          0.1940    -227189.1824       3849.7471    -231038.9295
    -234888.6766       1405.4720       1183.5913          0.0000          0.0000
          0.0000       1205.0984      -5770.5058          0.0000          0.0000
          0.0000          0.0000
             195          0.1950    -227147.2059       3880.0919    -231027.2978
    -234907.3897       1416.5785       1177.3500          0.0000          0.0000
          0.0000       1210.4603      -5762.6412          0.0000          0.0000
          0.0000          0.0000
             196          0.1960    -227104.0090       3905.7414    -231009.7503
    -234915.4917       1425.9386       1170.7082          0.0000          0.0000
          0.0000       1221.8578      -5754.6606          0.0000          0.0000
          0.0000          0.0000
             197          0.1970    -227055.4333       3943.2425    -230998.6758
    -234941.9182       1439.7116       1169.3715          0.0000          0.0000
          0.0000       1225.0997      -5750.5813          0.0000          0.0000
          0.0000          0.0000
             198          0.1980    -227004.9322       3993.1088    -230998.0411
    -234991.1499       1457.9118       1171.6935          0.0000          0.0000
          0.0000       1217.2473      -5749.8305          0.0000          0.0000
          0.0000          0.0000
             199          0.1990    -226960.9279       4032.9482    -230993.8761
    -235026.8243       1472.3421       1174.0849          0.0000          0.0000
          0.0000       1211.4941      -5747.9287          0.0000          0.0000
          0.0000          0.0000
             200          0.2000    -226923.9457       4060.1938    -230984.1394
    -235044.3332       1482.3416       1172.1616          0.0000          0.0000
          0.0000       1208.8679      -5739.4400          0.0000          0.0000
          0.0000          0.0000
             201          0.2010    -226886.8251       4085.8949    -230972.7200
    -235058.6149       1491.7856       1164.8129          0.0000          0.0000
          0.0000       1206.6270      -5724.3525          0.0000          0.0000
          0.0000          0.0000
             202          0.2020    -226839.6459       4122.0653    -230961.7112
    -235083.7766       1504.9470       1152.3772          0.0000          0.0000
          0.0000       1203.0144      -5703.3287          0.0000          0.0000
          0.0000          0.0000
             203          0.2030    -226778.9006       4170.9922    -230949.8928
    -235120.8850       1522.9373       1142.6252          0.0000          0.0000
          0.0000       1198.2457      -5683.1694          0.0000          0.0000
          0.0000          0.0000
             204          0.2040    -226720.4676       4217.9728    -230938.4404
    -235156.4132       1540.1524       1137.7713          0.0000          0.0000
          0.0000       1192.6020      -5667.5514          0.0000          0.0000
          0.0000          0.0000
             205          0.2050    -226668.9448       4258.7867    -230927.7315
    -235186.5182       1554.9724       1136.9954          0.0000          0.0000
          0.0000       1186.4954      -5656.3815          0.0000          0.0000
          0.0000          0.0000
             206          0.2060    -226624.2172       4293.2922    -230917.5094
    -235210.8016       1567.6313       1136.5902          0.0000          0.0000
          0.0000       1179.7461      -5645.6388          0.0000          0.0000
          0.0000          0.0000
             207          0.2070    -226582.9807       4324.4565    -230907.4372
    -235231.8936       1578.9929       1133.6120          0.0000          0.0000
          0.0000       1172.7945      -5632.4098          0.0000          0.0000
          0.0000          0.0000
             208          0.2080    -226529.5132       4368.6669    -230898.1801
    -235266.8470       1595.0995       1126.6289          0.0000          0.0000
          0.0000       1165.2332      -5615.5402          0.0000          0.0000
          0.0000          0.0000
             209          0.2090    -226473.4602       4415.3348    -230888.7950
    -235304.1298       1612.2392       1120.4667          0.0000          0.0000
          0.0000       1157.7566      -5599.6250          0.0000          0.0000
          0.0000          0.0000
             210          0.2100    -226420.4777       4459.3107    -230879.7884
    -235339.0992       1628.3311       1117.0787          0.0000          0.0000
          0.0000       1151.3119      -5588.1082          0.0000          0.0000
          0.0000          0.0000
             211          0.2110    -226365.6271       4506.6111    -230872.2382
    -235378.8493       1645.6296       1116.1818          0.0000          0.0000
          0.0000       1144.7055      -5580.6182          0.0000          0.0000
          0.0000          0.0000
             212          0.2120    -226320.0673       4545.4801    -230865.5474
    -235411.0275       1659.8249       1115.9921          0.0000          0.0000
          0.0000       1137.7511      -5574.4972          0.0000          0.0000
          0.0000          0.0000
             213          0.2130    -226263.0181       4596.9784    -230859.9965
    -235456.9748       1678.5948       1114.7263          0.0000          0.0000
          0.0000       1130.5836      -5568.4304          0.0000          0.0000
          0.0000          0.0000
             214          0.2140    -226208.1681       4646.9105    -230855.0786
    -235501.9892       1696.8671       1112.6514          0.0000          0.0000
          0.0000       1123.3845      -5562.3896          0.0000          0.0000
          0.0000          0.0000
             215          0.2150    -226168.8690       4681.7625    -230850.6315
    -235532.3940       1709.6666       1111.1328          0.0000          0.0000
          0.0000       1115.8445      -5557.2192          0.0000          0.0000
          0.0000          0.0000
             216          0.2160    -226115.7034       4731.4066    -230847.1100
    -235578.5166       1727.7743       1109.4591          0.0000          0.0000
          0.0000       1108.2655      -5552.9565          0.0000          0.0000
          0.0000          0.0000
             217          0.2170    -226049.9535       4793.9097    -230843.8632
    -235637.7729       1750.6085       1108.4016          0.0000          0.0000
          0.0000       1101.3126      -5550.3982          0.0000          0.0000
          0.0000          0.0000
             218          0.2180    -225981.3965       4858.8366    -230840.2331
    -235699.0697       1774.3765       1108.5859          0.0000          0.0000
          0.0000       1094.3098      -5548.8436          0.0000          0.0000
          0.0000          0.0000
             219          0.2190    -225922.2440       4914.5923    -230836.8363
    -235751.4286       1794.6828       1108.8414          0.0000          0.0000
          0.0000       1087.2642      -5547.7103          0.0000          0.0000
          0.0000          0.0000
             220          0.2200    -225867.3076       4965.6064    -230832.9140
    -235798.5205       1813.3797       1109.0877          0.0000          0.0000
          0.0000       1079.5815      -5545.6205          0.0000          0.0000
          0.0000          0.0000
             221          0.2210    -225809.3982       5018.8871    -230828.2853
    -235847.1724       1832.9051       1107.8784          0.0000          0.0000
          0.0000       1071.7863      -5541.3514          0.0000          0.0000
          0.0000          0.0000
             222          0.2220    -225753.1364       5071.1462    -230824.2826
    -235895.4287       1851.8583       1105.3437          0.0000          0.0000
          0.0000       1063.4752      -5536.0053          0.0000          0.0000
          0.0000          0.0000
             223          0.2230    -225710.0959       5109.1129    -230819.2088
    -235928.3217       1865.8012       1102.8475          0.0000          0.0000
          0.0000       1054.5204      -5529.1365          0.0000          0.0000
          0.0000          0.0000
             224          0.2240    -225663.1600       5150.4215    -230813.5815
    -235964.0029       1880.9610       1101.3313          0.0000          0.0000
          0.0000       1045.7485      -5522.9482          0.0000          0.0000
          0.0000          0.0000
             225          0.2250    -225614.1917       5193.1646    -230807.3563
    -236000.5209       1896.5031       1099.9926          0.0000          0.0000
          0.0000       1037.1677      -5516.6551          0.0000          0.0000
          0.0000          0.0000
             226          0.2260    -225571.0805       5228.1949    -230799.2754
    -236027.4702       1909.3898       1098.8992          0.0000          0.0000
          0.0000       1029.0427      -5509.3546          0.0000          0.0000
          0.0000          0.0000
             227          0.2270    -225520.4449       5270.7699    -230791.2148
    -236061.9847       1924.9150       1096.8886          0.0000          0.0000
          0.0000       1021.8381      -5502.1133          0.0000          0.0000
          0.0000          0.0000
             228          0.2280    -225458.5500       5323.4466    -230781.9966
    -236105.4432       1944.0963       1094.5365          0.0000          0.0000
          0.0000       1015.8667      -5494.7259          0.0000          0.0000
          0.0000          0.0000
             229          0.2290    -225398.6058       5373.4013    -230772.0071
    -236145.4084       1962.4185       1092.6775          0.0000          0.0000
          0.0000       1011.2331      -5488.4971          0.0000          0.0000
          0.0000          0.0000
             230          0.2300    -225343.0544       5419.6147    -230762.6690
    -236182.2837       1979.2693       1091.4842          0.0000          0.0000
          0.0000       1008.1217      -5485.1567          0.0000          0.0000
          0.0000          0.0000
             231          0.2310    -225284.9369       5468.2595    -230753.1963
    -236221.4558       1997.0863       1092.3593          0.0000          0.0000
          0.0000       1006.2417      -5485.0847          0.0000          0.0000
          0.0000          0.0000
             232          0.2320    -225220.2129       5523.6872    -230743.9001
    -236267.5873       2017.3551       1093.4492          0.0000          0.0000
          0.0000       1005.5641      -5486.7414          0.0000          0.0000
          0.0000          0.0000
             233          0.2330    -225148.2573       5585.9709    -230734.2282
    -236320.1991       2040.0928       1094.7918          0.0000          0.0000
          0.0000       1005.9797      -5489.5392          0.0000          0.0000
          0.0000          0.0000
             234          0.2340    -225072.4856       5651.9626    -230724.4482
    -236376.4108       2064.2366       1095.4812          0.0000          0.0000
          0.0000       1007.5047      -5492.8247          0.0000          0.0000
          0.0000          0.0000
             235          0.2350    -224998.4748       5715.4430    -230713.9178
    -236429.3608       2087.4191       1095.0440          0.0000          0.0000
          0.0000       1009.7464      -5495.1486          0.0000          0.0000
          0.0000          0.0000
             236          0.2360    -224929.4723       5774.2331    -230703.7054
    -236477.9385       2108.8894       1094.8413          0.0000          0.0000
          0.0000       1012.6534      -5498.7448          0.0000          0.0000
          0.0000          0.0000
             237          0.2370    -224878.3549       5816.1258    -230694.4807
    -236510.6065       2124.1985       1096.9456          0.0000          0.0000
          0.0000       1015.0125      -5505.1547          0.0000          0.0000
          0.0000          0.0000
             238          0.2380    -224830.3619       5854.8881    -230685.2500
    -236540.1381       2138.3684       1099.1218          0.0000          0.0000
          0.0000       1017.1946      -5511.4831          0.0000          0.0000
          0.0000          0.0000
             239          0.2390    -224757.9097       5918.5588    -230676.4685
    -236595.0273       2161.5934       1101.6084          0.0000          0.0000
          0.0000       1018.8898      -5518.1680          0.0000          0.0000
          0.0000          0.0000
             240          0.2400    -224684.2174       5983.3043    -230667.5217
    -236650.8260       2185.2949       1102.5022          0.0000          0.0000
          0.0000       1020.5661      -5523.1937          0.0000          0.0000
          0.0000          0.0000
             241          0.2410    -224622.8761       6035.7104    -230658.5865
    -236694.2968       2204.4932       1101.3654          0.0000          0.0000
          0.0000       1021.7165      -5525.7619          0.0000          0.0000
          0.0000          0.0000
             242          0.2420    -224562.2827       6086.8031    -230649.0858
    -236735.8890       2223.0869       1100.7206          0.0000          0.0000
          0.0000       1022.4420      -5527.9114          0.0000          0.0000
          0.0000          0.0000
             243          0.2430    -224487.7634       6150.2604    -230638.0238
    -236788.2843       2246.3489       1102.5485          0.0000          0.0000
          0.0000       1022.3329      -5530.2574          0.0000          0.0000
          0.0000          0.0000
             244          0.2440    -224411.4429       6215.5656    -230627.0085
    -236842.5741       2270.1846       1105.8575          0.0000          0.0000
          0.0000       1020.8826      -5532.8477          0.0000          0.0000
          0.0000          0.0000
             245          0.2450    -224348.1217       6266.7496    -230614.8713
    -236881.6208       2288.8168       1108.2929          0.0000          0.0000
          0.0000       1018.3093      -5532.4399          0.0000          0.0000
          0.0000          0.0000
             246          0.2460    -224291.0984       6308.9634    -230600.0618
    -236909.0252       2304.3632       1108.1196          0.0000          0.0000
          0.0000       1015.4834      -5526.6019          0.0000          0.0000
          0.0000          0.0000
             247          0.2470    -224238.3918       6345.6406    -230584.0324
    -236929.6730       2317.7077       1103.2453          0.0000          0.0000
          0.0000       1012.8925      -5515.1461          0.0000          0.0000
          0.0000          0.0000
             248          0.2480    -224190.1046       6375.6671    -230565.7717
    -236941.4388       2328.6357       1096.9430          0.0000          0.0000
          0.0000       1010.5978      -5500.3420          0.0000          0.0000
          0.0000          0.0000
             249          0.2490    -224140.6588       6404.3429    -230545.0017
    -236949.3446       2339.1638       1092.7498          0.0000          0.0000
          0.0000       1008.6470      -5485.5353          0.0000          0.0000
          0.0000          0.0000
             250          0.2500    -224081.4920       6441.4014    -230522.8934
    -236964.2948       2352.7395       1091.5948          0.0000          0.0000
          0.0000       1007.7428      -5473.5216          0.0000          0.0000
          0.0000          0.0000
             251          0.2510    -224020.3997       6479.0097    -230499.4094
    -236978.4191       2366.5254       1092.0145          0.0000          0.0000
          0.0000       1007.4065      -5462.3055          0.0000          0.0000
          0.0000          0.0000
             252          0.2520    -223964.5944       6511.7685    -230476.3628
    -236988.1313       2378.4219       1090.2992          0.0000          0.0000
          0.0000       1007.1422      -5449.5260          0.0000          0.0000
          0.0000          0.0000
             253          0.2530    -223908.5796       6544.6449    -230453.2245
    -236997.8694       2390.4910       1085.4824          0.0000          0.0000
          0.0000       1006.4329      -5433.2276          0.0000          0.0000
          0.0000          0.0000
             254          0.2540    -223847.4082       6584.6447    -230432.0529
    -237016.6976       2405.0925       1078.1620          0.0000          0.0000
          0.0000       1005.4591      -5416.2072          0.0000          0.0000
          0.0000          0.0000
             255          0.2550    -223784.1940       6629.9996    -230414.1936
    -237044.1931       2421.6473       1071.0098          0.0000          0.0000
          0.0000       1003.6282      -5401.8057          0.0000          0.0000
          0.0000          0.0000
             256          0.2560    -223717.8010       6681.0542    -230398.8552
    -237079.9094       2440.4407       1067.6483          0.0000          0.0000
          0.0000       1000.6337      -5392.5763          0.0000          0.0000
          0.0000          0.0000
             257          0.2570    -223647.8319       6740.1957    -230388.0276
    -237128.2234       2461.9467       1068.0049          0.0000          0.0000
          0.0000        996.2161      -5390.0902          0.0000          0.0000
          0.0000          0.0000
             258          0.2580    -223577.8894       6801.3759    -230379.2654
    -237180.6413       2484.3018       1069.8246          0.0000          0.0000
          0.0000        991.4190      -5390.8282          0.0000          0.0000
          0.0000          0.0000
             259          0.2590    -223506.3029       6866.0284    -230372.3313
    -237238.3597       2507.9681       1070.8442          0.0000          0.0000
          0.0000        985.7668      -5391.7453          0.0000          0.0000
          0.0000          0.0000
             260          0.2600    -223437.0987       6928.8078    -230365.9065
    -237294.7142       2530.8590       1068.2719          0.0000          0.0000
          0.0000        979.8504      -5389.3329          0.0000          0.0000
          0.0000          0.0000
             261          0.2610    -223363.8152       6994.5013    -230358.3165
    -237352.8179       2554.9697       1063.8156          0.0000          0.0000
          0.0000        974.1863      -5384.2128          0.0000          0.0000
          0.0000          0.0000
             262          0.2620    -223293.1426       7057.1543    -230350.2969
    -237407.4512       2577.7973       1058.5323          0.0000          0.0000
          0.0000        969.1745      -5378.4959          0.0000          0.0000
          0.0000          0.0000
             263          0.2630    -223230.5296       7110.3297    -230340.8593
    -237451.1891       2597.1918       1057.1951          0.0000          0.0000
          0.0000        964.7650      -5375.9320          0.0000          0.0000
          0.0000          0.0000
             264          0.2640    -223169.1805       7160.7544    -230329.9349
    -237490.6893       2615.6671       1057.9134          0.0000          0.0000
          0.0000        960.5489      -5374.0635          0.0000          0.0000
          0.0000          0.0000
             265          0.2650    -223100.2280       7219.0796    -230319.3076
    -237538.3873       2636.9285       1057.6242          0.0000          0.0000
          0.0000        955.6246      -5370.7430          0.0000          0.0000
          0.0000          0.0000
             266          0.2660    -223030.2206       7278.5031    -230308.7237
    -237587.2269       2658.7307       1053.2067          0.0000          0.0000
          0.0000        949.5429      -5362.1023          0.0000          0.0000
          0.0000          0.0000
             267          0.2670    -222973.1539       7324.9699    -230298.1239
    -237623.0938       2675.7255       1045.4703          0.0000          0.0000
          0.0000        942.1105      -5348.7651          0.0000          0.0000
          0.0000          0.0000
             268          0.2680    -222915.2242       7373.2657    -230288.4899
    -237661.7556       2693.2641       1037.8927          0.0000          0.0000
          0.0000        933.7516      -5335.6978          0.0000          0.0000
          0.0000          0.0000
             269          0.2690    -222847.4292       7431.9316    -230279.3608
    -237711.2924       2714.7787       1034.4890          0.0000          0.0000
          0.0000        924.2905      -5326.2012          0.0000          0.0000
          0.0000          0.0000
             270          0.2700    -222785.6915       7485.0149    -230270.7064
    -237755.7214       2734.2144       1033.7344          0.0000          0.0000
          0.0000        914.4166      -5319.3980          0.0000          0.0000
          0.0000          0.0000
             271          0.2710    -222714.5537       7547.9799    -230262.5337
    -237810.5136       2757.1533       1033.0164          0.0000          0.0000
          0.0000        905.1058      -5313.6448          0.0000          0.0000
          0.0000          0.0000
             272          0.2720    -222633.4856       7620.5143    -230253.9999
    -237874.5142       2783.7539       1030.1698          0.0000          0.0000
          0.0000        896.6946      -5306.2418          0.0000          0.0000
          0.0000          0.0000
             273          0.2730    -222563.9069       7681.9602    -230245.8670
    -237927.8272       2806.2001       1025.4313          0.0000          0.0000
          0.0000        889.4556      -5298.4332          0.0000          0.0000
          0.0000          0.0000
             274          0.2740    -222495.0767       7742.9505    -230238.0271
    -237980.9776       2828.3980       1022.5732          0.0000          0.0000
          0.0000        882.8275      -5293.3960          0.0000          0.0000
          0.0000          0.0000
             275          0.2750    -222435.6872       7793.6359    -230229.3230
    -238022.9589       2846.9808       1023.3666          0.0000          0.0000
          0.0000        876.7609      -5291.6826          0.0000          0.0000
          0.0000          0.0000
             276          0.2760    -222380.1459       7840.0193    -230220.1653
    -238060.1846       2863.9465       1025.3599          0.0000          0.0000
          0.0000        871.1950      -5291.1683          0.0000          0.0000
          0.0000          0.0000
             277          0.2770    -222311.3561       7899.0773    -230210.4334
    -238109.5106       2885.5310       1025.8427          0.0000          0.0000
          0.0000        866.5405      -5289.5626          0.0000          0.0000
          0.0000          0.0000
             278          0.2780    -222249.2273       7950.2684    -230199.4958
    -238149.7642       2904.2820       1024.8337          0.0000          0.0000
          0.0000        862.5635      -5286.0533          0.0000          0.0000
          0.0000          0.0000
             279          0.2790    -222192.7068       7995.3733    -230188.0801
    -238183.4535       2920.6594       1022.4286          0.0000          0.0000
          0.0000        858.8699      -5281.0340          0.0000          0.0000
          0.0000          0.0000
             280          0.2800    -222122.7087       8052.2527    -230174.9614
    -238227.2141       2941.4665       1020.7809          0.0000          0.0000
          0.0000        856.3916      -5276.2159          0.0000          0.0000
          0.0000          0.0000
             281          0.2810    -222058.6142       8102.0233    -230160.6375
    -238262.6608       2959.6981       1020.2281          0.0000          0.0000
          0.0000        855.0821      -5272.5037          0.0000          0.0000
          0.0000          0.0000
             282          0.2820    -221998.1844       8146.9094    -230145.0937
    -238292.0031       2976.0769       1020.0819          0.0000          0.0000
          0.0000        854.5705      -5268.7889          0.0000          0.0000
          0.0000          0.0000
             283          0.2830    -221931.7552       8194.9587    -230126.7139
    -238321.6725       2993.7363       1020.4731          0.0000          0.0000
          0.0000        855.3344      -5263.9926          0.0000          0.0000
          0.0000          0.0000
             284          0.2840    -221869.2357       8237.7360    -230106.9717
    -238344.7077       3009.3103       1019.0231          0.0000          0.0000
          0.0000        857.5016      -5257.4020          0.0000          0.0000
          0.0000          0.0000
             285          0.2850    -221815.6841       8270.8034    -230086.4875
    -238357.2910       3021.3202       1016.6474          0.0000          0.0000
          0.0000        860.4372      -5249.8864          0.0000          0.0000
          0.0000          0.0000
             286          0.2860    -221768.2082       8296.0434    -230064.2516
    -238360.2950       3030.6248       1015.2488          0.0000          0.0000
          0.0000        864.4240      -5242.6048          0.0000          0.0000
          0.0000          0.0000
             287          0.2870    -221709.3267       8333.4077    -230042.7344
    -238376.1421       3044.2536       1015.4603          0.0000          0.0000
          0.0000        868.4745      -5237.6150          0.0000          0.0000
          0.0000          0.0000
             288          0.2880    -221642.6458       8379.9773    -230022.6230
    -238402.6003       3061.2446       1016.1991          0.0000          0.0000
          0.0000        871.6968      -5233.8050          0.0000          0.0000
          0.0000          0.0000
             289          0.2890    -221587.0478       8417.0419    -230004.0896
    -238421.1315       3074.8400       1015.9911          0.0000          0.0000
          0.0000        872.9911      -5228.6806          0.0000          0.0000
          0.0000          0.0000
             290          0.2900    -221543.4261       8445.1483    -229988.5744
    -238433.7227       3085.1157       1013.9579          0.0000          0.0000
          0.0000        871.1200      -5221.5532          0.0000          0.0000
          0.0000          0.0000
             291          0.2910    -221494.3805       8481.9594    -229976.3399
    -238458.2994       3098.5374       1010.9140          0.0000          0.0000
          0.0000        866.3316      -5213.7659          0.0000          0.0000
          0.0000          0.0000
             292          0.2920    -221450.4893       8515.0181    -229965.5074
    -238480.5254       3110.6868       1008.8192          0.0000          0.0000
          0.0000        859.6931      -5206.4855          0.0000          0.0000
          0.0000          0.0000
             293          0.2930    -221403.7454       8551.8434    -229955.5888
    -238507.4322       3124.1314       1008.8006          0.0000          0.0000
          0.0000        851.5078      -5200.5693          0.0000          0.0000
          0.0000          0.0000
             294          0.2940    -221336.9101       8609.0561    -229945.9662
    -238555.0224       3144.9759       1010.4941          0.0000          0.0000
          0.0000        842.6809      -5195.9785          0.0000          0.0000
          0.0000          0.0000
             295          0.2950    -221270.3384       8664.3192    -229934.6576
    -238598.9768       3165.2617       1012.1935          0.0000          0.0000
          0.0000        834.1580      -5189.8798          0.0000          0.0000
          0.0000          0.0000
             296          0.2960    -221219.1482       8703.8176    -229922.9658
    -238626.7833       3179.7016       1009.3448          0.0000          0.0000
          0.0000        826.6208      -5179.7408          0.0000          0.0000
          0.0000          0.0000
             297          0.2970    -221186.9829       8723.9149    -229910.8978
    -238634.8126       3186.9891       1002.7898          0.0000          0.0000
          0.0000        819.8522      -5166.1529          0.0000          0.0000
          0.0000          0.0000
             298          0.2980    -221147.0493       8751.2039    -229898.2532
    -238649.4572       3197.0187        998.0693          0.0000          0.0000
          0.0000        814.2809      -5154.8841          0.0000          0.0000
          0.0000          0.0000
             299          0.2990    -221088.6859       8798.2641    -229886.9500
    -238685.2141       3214.1904        998.3113          0.0000          0.0000
          0.0000        809.4966      -5150.5088          0.0000          0.0000
          0.0000          0.0000
             300          0.3000    -221025.1368       8850.8480    -229875.9848
    -238726.8328       3233.4117       1001.6505          0.0000          0.0000
          0.0000        805.9432      -5150.6526          0.0000          0.0000
          0.0000          0.0000
             301          0.3010    -220953.0657       8913.1122    -229866.1779
    -238779.2901       3256.2047       1004.5630          0.0000          0.0000
          0.0000        802.9918      -5152.1345          0.0000          0.0000
          0.0000          0.0000
             302          0.3020    -220878.2100       8979.2593    -229857.4693
    -238836.7286       3280.3421       1004.1651          0.0000          0.0000
          0.0000        801.0235      -5152.4184          0.0000          0.0000
          0.0000          0.0000
             303          0.3030    -220803.6932       9045.9438    -229849.6370
    -238895.5808       3304.7477       1001.7538          0.0000          0.0000
          0.0000        799.5933      -5152.0179          0.0000          0.0000
          0.0000          0.0000
             304          0.3040    -220725.5095       9117.5758    -229843.0853
    -238960.6611       3330.8748        999.3902          0.0000          0.0000
          0.0000        798.8706      -5153.5838          0.0000          0.0000
          0.0000          0.0000
             305          0.3050    -220657.2853       9180.0774    -229837.3627
    -239017.4401       3353.6961       1000.8523          0.0000          0.0000
          0.0000        798.7162      -5160.1230          0.0000          0.0000
          0.0000          0.0000
             306          0.3060    -220607.4777       9223.6618    -229831.1395
    -239054.8013       3369.6769       1005.4791          0.0000          0.0000
          0.0000        798.7827      -5169.4852          0.0000          0.0000
          0.0000          0.0000
             307          0.3070    -220570.8561       9252.3682    -229823.2242
    -239075.5924       3380.1512       1009.7917          0.0000          0.0000
          0.0000        799.5317      -5177.6050          0.0000          0.0000
          0.0000          0.0000
             308          0.3080    -220527.6881       9284.8586    -229812.5467
    -239097.4053       3392.0455       1010.9923          0.0000          0.0000
          0.0000        801.2536      -5180.8384          0.0000          0.0000
          0.0000          0.0000
             309          0.3090    -220475.6395       9323.2655    -229798.9050
    -239122.1704       3406.0774       1007.7233          0.0000          0.0000
          0.0000        803.2853      -5177.0497          0.0000          0.0000
          0.0000          0.0000
             310          0.3100    -220417.9936       9366.8256    -229784.8192
    -239151.6448       3421.9610       1001.4141          0.0000          0.0000
          0.0000        803.0571      -5167.8595          0.0000          0.0000
          0.0000          0.0000
             311          0.3110    -220365.4275       9407.5532    -229772.9807
    -239180.5339       3436.8955        996.3333          0.0000          0.0000
          0.0000        797.6985      -5157.3554          0.0000          0.0000
          0.0000          0.0000
             312          0.3120    -220318.6546       9444.9720    -229763.6267
